prompt_id,trial_id,round,image_idx,image_path,user_score,chosen,prompt,mean_pixel,reused_from_previous
001369-0084,trial0,3,0,outputs/2025-11-14_05-44-18/images/001369-0084/trial0/round3/image0.png,1.4162651300430298,True,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.4234853684902191,True
001369-0084,trial0,3,1,outputs/2025-11-14_05-44-18/images/001369-0084/trial0/round3/image1.png,1.291055679321289,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.487949937582016,False
001369-0084,trial0,3,2,outputs/2025-11-14_05-44-18/images/001369-0084/trial0/round3/image2.png,0.021277347579598427,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.39667460322380066,False
001369-0084,trial0,3,3,outputs/2025-11-14_05-44-18/images/001369-0084/trial0/round3/image3.png,0.047459617257118225,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.45457756519317627,False
009606-0136,trial0,0,0,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round0/image0.png,-2.073253870010376,False,logo for a coffee chain,0.3901081085205078,False
009606-0136,trial0,0,1,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round0/image1.png,0.7729542851448059,True,logo for a coffee chain,0.3872683048248291,False
009606-0136,trial0,0,2,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round0/image2.png,-1.1574815511703491,False,logo for a coffee chain,0.5464312434196472,False
009606-0136,trial0,0,3,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round0/image3.png,0.7261753678321838,False,logo for a coffee chain,0.5194732546806335,False
009606-0136,trial0,1,0,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round1/image0.png,0.7729542851448059,True,logo for a coffee chain,0.3872683048248291,True
009606-0136,trial0,1,1,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round1/image1.png,-0.2801656126976013,False,logo for a coffee chain,0.37656155228614807,False
009606-0136,trial0,1,2,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round1/image2.png,0.12619395554065704,False,logo for a coffee chain,0.5326445698738098,False
009606-0136,trial0,1,3,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round1/image3.png,-0.29510849714279175,False,logo for a coffee chain,0.7440651059150696,False
009606-0136,trial0,2,0,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round2/image0.png,0.7729542851448059,True,logo for a coffee chain,0.3872683048248291,True
009606-0136,trial0,2,1,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round2/image1.png,-1.0133256912231445,False,logo for a coffee chain,0.3659108579158783,False
009606-0136,trial0,2,2,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round2/image2.png,-0.441281795501709,False,logo for a coffee chain,0.6134899258613586,False
009606-0136,trial0,2,3,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round2/image3.png,-0.9516850709915161,False,logo for a coffee chain,0.60387122631073,False
009606-0136,trial0,3,0,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round3/image0.png,0.7729542851448059,False,logo for a coffee chain,0.3872683048248291,True
009606-0136,trial0,3,1,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round3/image1.png,-1.9241352081298828,False,logo for a coffee chain,0.5091226696968079,False
009606-0136,trial0,3,2,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round3/image2.png,0.8731836080551147,True,logo for a coffee chain,0.34658360481262207,False
009606-0136,trial0,3,3,outputs/2025-11-14_05-44-18/images/009606-0136/trial0/round3/image3.png,0.7199016213417053,False,logo for a coffee chain,0.82396000623703,False
001238-0091,trial0,0,0,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round0/image0.png,0.5447803735733032,False,atmospheric psychedelic breathtaking translucent ethereal,0.29666298627853394,False
001238-0091,trial0,0,1,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round0/image1.png,0.05245758220553398,False,atmospheric psychedelic breathtaking translucent ethereal,0.5764696598052979,False
001238-0091,trial0,0,2,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round0/image2.png,0.20985738933086395,False,atmospheric psychedelic breathtaking translucent ethereal,0.4415957033634186,False
001238-0091,trial0,0,3,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round0/image3.png,0.9304681420326233,True,atmospheric psychedelic breathtaking translucent ethereal,0.3592853546142578,False
001238-0091,trial0,1,0,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round1/image0.png,0.9304681420326233,True,atmospheric psychedelic breathtaking translucent ethereal,0.3592853546142578,True
001238-0091,trial0,1,1,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round1/image1.png,0.027784492820501328,False,atmospheric psychedelic breathtaking translucent ethereal,0.450270414352417,False
001238-0091,trial0,1,2,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round1/image2.png,0.7934104800224304,False,atmospheric psychedelic breathtaking translucent ethereal,0.39852336049079895,False
001238-0091,trial0,1,3,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round1/image3.png,0.029773006215691566,False,atmospheric psychedelic breathtaking translucent ethereal,0.3821675479412079,False
001238-0091,trial0,2,0,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round2/image0.png,0.9304681420326233,True,atmospheric psychedelic breathtaking translucent ethereal,0.3592853546142578,True
001238-0091,trial0,2,1,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round2/image1.png,0.8133688569068909,False,atmospheric psychedelic breathtaking translucent ethereal,0.45606398582458496,False
001238-0091,trial0,2,2,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round2/image2.png,-0.38380110263824463,False,atmospheric psychedelic breathtaking translucent ethereal,0.455232173204422,False
001238-0091,trial0,2,3,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round2/image3.png,-0.5919964909553528,False,atmospheric psychedelic breathtaking translucent ethereal,0.4458560049533844,False
001238-0091,trial0,3,0,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round3/image0.png,0.9304681420326233,True,atmospheric psychedelic breathtaking translucent ethereal,0.3592853546142578,True
001238-0091,trial0,3,1,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round3/image1.png,-0.7365973591804504,False,atmospheric psychedelic breathtaking translucent ethereal,0.4872415065765381,False
001238-0091,trial0,3,2,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round3/image2.png,0.4674857258796692,False,atmospheric psychedelic breathtaking translucent ethereal,0.4387282431125641,False
001238-0091,trial0,3,3,outputs/2025-11-14_05-44-18/images/001238-0091/trial0/round3/image3.png,0.573035717010498,False,atmospheric psychedelic breathtaking translucent ethereal,0.449321985244751,False
008222-0061,trial0,0,0,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round0/image0.png,1.4776796102523804,False,"frosted glass sphere sitting on a wooden table, high, complex",0.4778544008731842,False
008222-0061,trial0,0,1,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round0/image1.png,1.7201354503631592,True,"frosted glass sphere sitting on a wooden table, high, complex",0.459441214799881,False
008222-0061,trial0,0,2,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round0/image2.png,1.5690038204193115,False,"frosted glass sphere sitting on a wooden table, high, complex",0.33099839091300964,False
008222-0061,trial0,0,3,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round0/image3.png,1.3530797958374023,False,"frosted glass sphere sitting on a wooden table, high, complex",0.5190958380699158,False
008222-0061,trial0,1,0,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round1/image0.png,1.7201354503631592,False,"frosted glass sphere sitting on a wooden table, high, complex",0.459441214799881,True
008222-0061,trial0,1,1,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round1/image1.png,1.6635605096817017,False,"frosted glass sphere sitting on a wooden table, high, complex",0.45355677604675293,False
008222-0061,trial0,1,2,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round1/image2.png,1.7920501232147217,True,"frosted glass sphere sitting on a wooden table, high, complex",0.3642805516719818,False
008222-0061,trial0,1,3,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round1/image3.png,0.37193626165390015,False,"frosted glass sphere sitting on a wooden table, high, complex",0.39648446440696716,False
008222-0061,trial0,2,0,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round2/image0.png,1.7920501232147217,False,"frosted glass sphere sitting on a wooden table, high, complex",0.3642805516719818,True
008222-0061,trial0,2,1,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round2/image1.png,1.847442626953125,True,"frosted glass sphere sitting on a wooden table, high, complex",0.48595139384269714,False
008222-0061,trial0,2,2,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round2/image2.png,1.7757585048675537,False,"frosted glass sphere sitting on a wooden table, high, complex",0.3852102756500244,False
008222-0061,trial0,2,3,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round2/image3.png,1.649394154548645,False,"frosted glass sphere sitting on a wooden table, high, complex",0.4660901725292206,False
008222-0061,trial0,3,0,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round3/image0.png,1.847442626953125,True,"frosted glass sphere sitting on a wooden table, high, complex",0.48595139384269714,True
008222-0061,trial0,3,1,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round3/image1.png,1.700175404548645,False,"frosted glass sphere sitting on a wooden table, high, complex",0.4169056713581085,False
008222-0061,trial0,3,2,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round3/image2.png,0.40798476338386536,False,"frosted glass sphere sitting on a wooden table, high, complex",0.3099532425403595,False
008222-0061,trial0,3,3,outputs/2025-11-14_05-44-18/images/008222-0061/trial0/round3/image3.png,1.7645434141159058,False,"frosted glass sphere sitting on a wooden table, high, complex",0.3431723117828369,False
008173-0073,trial0,0,0,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round0/image0.png,0.3199552893638611,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.24475844204425812,False
008173-0073,trial0,0,1,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round0/image1.png,-0.4885963797569275,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.23322729766368866,False
008173-0073,trial0,0,2,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round0/image2.png,-0.24612340331077576,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.27327391505241394,False
008173-0073,trial0,0,3,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round0/image3.png,0.39649009704589844,True,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.3505808115005493,False
008173-0073,trial0,1,0,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round1/image0.png,0.39649009704589844,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.3505808115005493,True
008173-0073,trial0,1,1,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round1/image1.png,0.8904449343681335,True,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.26282408833503723,False
008173-0073,trial0,1,2,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round1/image2.png,0.36073029041290283,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.27198681235313416,False
008173-0073,trial0,1,3,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round1/image3.png,-0.526882529258728,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.3010888993740082,False
008173-0073,trial0,2,0,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round2/image0.png,0.8904449343681335,True,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.26282408833503723,True
008173-0073,trial0,2,1,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round2/image1.png,0.14262478053569794,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.2041836977005005,False
008173-0073,trial0,2,2,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round2/image2.png,-0.019554803147912025,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.3377026617527008,False
008173-0073,trial0,2,3,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round2/image3.png,-0.8735307455062866,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.2867436110973358,False
008173-0073,trial0,3,0,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round3/image0.png,0.8904449343681335,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.26282408833503723,True
008173-0073,trial0,3,1,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round3/image1.png,-0.40279683470726013,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.28014543652534485,False
008173-0073,trial0,3,2,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round3/image2.png,1.491448998451233,True,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.39911046624183655,False
008173-0073,trial0,3,3,outputs/2025-11-14_05-44-18/images/008173-0073/trial0/round3/image3.png,1.220404863357544,False,"small red wooden cottage by the lake, lanterns on the porch, smoke coming out of the chimney, dusk, birch trees, tranquility, two swans swimming on the lake, a wooden rowing boat, cumulus clouds, by charlie bowater, by greg rutkowski",0.3063395619392395,False
007726-0050,trial0,0,0,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round0/image0.png,1.186535358428955,True,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.30947041511535645,False
007726-0050,trial0,0,1,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round0/image1.png,0.00910907331854105,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.46022430062294006,False
007726-0050,trial0,0,2,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round0/image2.png,-1.1682087182998657,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.4264726936817169,False
007726-0050,trial0,0,3,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round0/image3.png,0.7969986200332642,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.37266066670417786,False
007726-0050,trial0,1,0,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round1/image0.png,1.186535358428955,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.30947041511535645,True
007726-0050,trial0,1,1,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round1/image1.png,1.6934788227081299,True,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.41454777121543884,False
007726-0050,trial0,1,2,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round1/image2.png,0.9763180613517761,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.3838716447353363,False
007726-0050,trial0,1,3,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round1/image3.png,0.6676756143569946,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.34837067127227783,False
007726-0050,trial0,2,0,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round2/image0.png,1.6934788227081299,True,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.41454777121543884,True
007726-0050,trial0,2,1,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round2/image1.png,1.5841435194015503,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.3949962556362152,False
007726-0050,trial0,2,2,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round2/image2.png,-0.5884577035903931,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.3161450922489166,False
007726-0050,trial0,2,3,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round2/image3.png,-0.13854634761810303,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.34360137581825256,False
007726-0050,trial0,3,0,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round3/image0.png,1.6934788227081299,True,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.41454777121543884,True
007726-0050,trial0,3,1,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round3/image1.png,1.4917925596237183,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.3166782557964325,False
007726-0050,trial0,3,2,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round3/image2.png,1.5728455781936646,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.35488399863243103,False
007726-0050,trial0,3,3,outputs/2025-11-14_05-44-18/images/007726-0050/trial0/round3/image3.png,-0.715664267539978,False,fancy treehouse mansion on top of a mountain overlooking a view of the valley magical realism detailed painting,0.321988046169281,False
007129-0041,trial0,0,0,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round0/image0.png,0.5356029868125916,True,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4246373474597931,False
007129-0041,trial0,0,1,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round0/image1.png,0.33315861225128174,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.5578585267066956,False
007129-0041,trial0,0,2,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round0/image2.png,-0.4577604830265045,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4912344515323639,False
007129-0041,trial0,0,3,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round0/image3.png,-0.7614001035690308,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.35969802737236023,False
007129-0041,trial0,1,0,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round1/image0.png,0.5356029868125916,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4246373474597931,True
007129-0041,trial0,1,1,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round1/image1.png,0.7163239121437073,True,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4667729437351227,False
007129-0041,trial0,1,2,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round1/image2.png,0.1426515430212021,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.39857855439186096,False
007129-0041,trial0,1,3,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round1/image3.png,-0.031393975019454956,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.5006878972053528,False
007129-0041,trial0,2,0,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round2/image0.png,0.7163239121437073,True,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4667729437351227,True
007129-0041,trial0,2,1,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round2/image1.png,-0.08650427311658859,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4472990930080414,False
007129-0041,trial0,2,2,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round2/image2.png,0.06579641997814178,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4922462999820709,False
007129-0041,trial0,2,3,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round2/image3.png,0.5003054738044739,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.43560144305229187,False
007129-0041,trial0,3,0,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round3/image0.png,0.7163239121437073,True,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4667729437351227,True
007129-0041,trial0,3,1,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round3/image1.png,0.047979775816202164,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4384700357913971,False
007129-0041,trial0,3,2,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round3/image2.png,0.29422497749328613,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4497711658477783,False
007129-0041,trial0,3,3,outputs/2025-11-14_05-44-18/images/007129-0041/trial0/round3/image3.png,0.6947067379951477,False,"extremely detailed stunning beautiful futuristic smooth curvilinear museum interior, colorful, hyper, real",0.4466710090637207,False
001720-0044,trial0,0,0,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round0/image0.png,1.2056949138641357,False,"field of light blue lotus flowers, minimalistic art, elegant",0.4220811128616333,False
001720-0044,trial0,0,1,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round0/image1.png,1.5473392009735107,False,"field of light blue lotus flowers, minimalistic art, elegant",0.6205833554267883,False
001720-0044,trial0,0,2,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round0/image2.png,1.7561427354812622,True,"field of light blue lotus flowers, minimalistic art, elegant",0.43339791893959045,False
001720-0044,trial0,0,3,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round0/image3.png,1.1090539693832397,False,"field of light blue lotus flowers, minimalistic art, elegant",0.4273707866668701,False
001720-0044,trial0,1,0,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round1/image0.png,1.7561427354812622,True,"field of light blue lotus flowers, minimalistic art, elegant",0.43339791893959045,True
001720-0044,trial0,1,1,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round1/image1.png,0.6327152848243713,False,"field of light blue lotus flowers, minimalistic art, elegant",0.48701825737953186,False
001720-0044,trial0,1,2,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round1/image2.png,0.9500188231468201,False,"field of light blue lotus flowers, minimalistic art, elegant",0.45662030577659607,False
001720-0044,trial0,1,3,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round1/image3.png,1.2859541177749634,False,"field of light blue lotus flowers, minimalistic art, elegant",0.4174823760986328,False
001720-0044,trial0,2,0,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round2/image0.png,1.7561427354812622,True,"field of light blue lotus flowers, minimalistic art, elegant",0.43339791893959045,True
001720-0044,trial0,2,1,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round2/image1.png,1.5230920314788818,False,"field of light blue lotus flowers, minimalistic art, elegant",0.44782471656799316,False
001720-0044,trial0,2,2,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round2/image2.png,1.7062252759933472,False,"field of light blue lotus flowers, minimalistic art, elegant",0.4226222336292267,False
001720-0044,trial0,2,3,outputs/2025-11-14_05-44-18/images/001720-0044/trial0/round2/image3.png,1.5598880052566528,False,"field of light blue lotus flowers, minimalistic art, elegant",0.4645325243473053,False
